0.0748,5,93,14213,0.27298,116,58,0
0.0748,5,94,14340,0.274555,142,71,0
0.0748,5,95,14604,0.277463,132,66,0
0.0748,5,96,14776,0.280966,69,34,1
0.0748,5,97,14784,0.282321,117,57,3
0.0748,5,98,14853,0.282677,68,34,0
0.0748,5,99,14713,0.28375,100,50,0
0.0748,5,100,14808,0.284857,118,59,0
0.0748,6,0,3892,0.0747972,106,53,0
0.0748,6,1,3957,0.0773516,116,57,2
0.0748,6,2,4068,0.0795619,107,52,3
0.0748,6,3,3929,0.0763268,92,44,4
0.0748,6,4,3869,0.0757113,66,27,12
0.0748,6,5,3908,0.0768747,78,36,6
0.0748,6,6,3999,0.0787732,121,52,17
0.0748,6,7,4098,0.0811324,113,51,11
0.0748,6,8,3775,0.0744253,74,32,10
0.0748,6,9,3520,0.0704931,86,39,8
0.0748,6,10,3602,0.0717873,104,45,14
0.0748,6,11,3745,0.0739242,66,26,14
0.0748,6,12,3815,0.0756674,70,27,16
0.0748,6,13,3681,0.073476,81,32,17
0.0748,6,14,3722,0.0744043,54,20,14
0.0748,6,15,3821,0.0762188,68,29,10
0.0748,6,16,3839,0.0767831,33,10,13
0.0748,6,17,4210,0.0841293,80,31,18
0.0748,6,18,4098,0.0816302,68,26,16
0.0748,6,19,4124,0.0817184,84,35,14
0.0748,6,20,4282,0.084531,61,24,13
0.0748,6,21,4521,0.0894044,55,20,15
0.0748,6,22,4532,0.0887931,90,33,24
0.0748,6,23,4553,0.0885901,53,22,9
0.0748,6,24,4355,0.0868083,80,29,22
0.0748,6,25,4471,0.0879218,103,40,23
0.0748,6,26,4328,0.0862633,79,31,17
0.0748,6,27,4406,0.0862839,80,31,18
0.0748,6,28,4305,0.0853963,90,40,10
0.0748,6,29,4370,0.086672,94,38,18
0.0748,6,30,4250,0.0837835,62,26,10
0.0748,6,31,4224,0.0825355,94,39,16
0.0748,6,32,4210,0.0826235,81,29,23
0.0748,6,33,4334,0.0855136,85,35,15
0.0748,6,34,4304,0.0852581,61,24,13
0.0748,6,35,4383,0.0855754,54,20,14
0.0748,6,36,4610,0.0908482,84,33,18
0.0748,6,37,4615,0.0923332,56,23,10
0.0748,6,38,4485,0.0900639,57,19,19
0.0748,6,39,4320,0.0870722,63,23,17
0.0748,6,40,4424,0.0879873,52,17,18
0.0748,6,41,4668,0.0926485,96,41,14
0.0748,6,42,4968,0.0977106,74,29,16
0.0748,6,43,4948,0.0988651,83,36,11
0.0748,6,44,4912,0.0985158,101,44,13
0.0748,6,45,5188,0.104244,63,25,13
0.0748,6,46,5197,0.103782,51,20,11
0.0748,6,47,5286,0.104665,124,56,12
0.0748,6,48,5267,0.104866,98,41,16
0.0748,6,49,5353,0.105175,66,28,10
0.0748,6,50,5377,0.106937,65,28,9
0.0748,6,51,5265,0.104381,60,25,10
0.0748,6,52,5473,0.109285,43,19,5
0.0748,6,53,5551,0.110017,71,26,19
0.0748,6,54,5838,0.114439,93,42,9
0.0748,6,55,5723,0.112587,96,43,10
0.0748,6,56,5598,0.111023,58,26,6
0.0748,6,57,5749,0.113045,79,37,5
0.0748,6,58,5993,0.116823,108,46,16
0.0748,6,59,6193,0.122809,77,34,9
0.0748,6,60,6279,0.125379,122,56,10
0.0748,6,61,6452,0.128424,95,43,9
0.0748,6,62,6580,0.130722,84,37,10
0.0748,6,63,6613,0.131513,81,38,5
0.0748,6,64,6805,0.134875,76,35,6
0.0748,6,65,7242,0.144505,116,57,2
0.0748,6,66,7437,0.148817,113,52,9
0.0748,6,67,7568,0.148137,73,33,7
0.0748,6,68,7512,0.147277,74,34,6
0.0748,6,69,7482,0.147615,114,54,6
0.0748,6,70,7614,0.151023,95,45,5
0.0748,6,71,8044,0.157478,97,46,5
0.0748,6,72,8491,0.164803,136,67,2
0.0748,6,73,8797,0.17061,112,54,4
0.0748,6,74,8515,0.167513,137,68,1
0.0748,6,75,8472,0.16617,86,42,2
0.0748,6,76,8658,0.169539,152,74,4
0.0748,6,77,9068,0.176372,101,48,5
0.0748,6,78,9046,0.177868,92,45,2
0.0748,6,79,9132,0.179185,112,53,6
0.0748,6,80,9324,0.182867,137,65,7
0.0748,6,81,9471,0.18535,99,48,3
0.0748,6,82,9629,0.187408,121,58,5
0.0748,6,83,9941,0.190938,109,53,3
0.0748,6,84,9663,0.189063,103,49,5
0.0748,6,85,9797,0.190359,122,61,0
0.0748,6,86,9728,0.189231,83,38,7
0.0748,6,87,10345,0.198759,127,63,1
0.0748,6,88,10179,0.19822,124,62,0
0.0748,6,89,10448,0.205233,115,56,3
0.0748,6,90,10527,0.204559,118,59,0
0.0748,6,91,10680,0.208098,94,45,4
0.0748,6,92,10831,0.21081,131,65,1
0.0748,6,93,10830,0.21207,116,58,0
0.0748,6,94,11325,0.221572,104,52,0
0.0748,6,95,11509,0.224689,108,54,0
0.0748,6,96,11758,0.227331,148,74,0
0.0748,6,97,11795,0.226505,156,78,0
0.0748,6,98,11836,0.230263,172,85,2
0.0748,6,99,11956,0.234551,158,79,0
0.0748,6,100,12586,0.243782,107,52,3
0.0748,7,0,3870,0.074939,72,36,0
0.0748,7,1,3893,0.0748711,73,36,1
0.0748,7,2,3964,0.0770487,131,62,7
0.0748,7,3,4033,0.0784844,91,43,5
0.0748,7,4,3968,0.0784717,101,44,13
0.0748,7,5,3800,0.075643,62,27,8
0.0748,7,6,4193,0.0812219,109,51,7
0.0748,7,7,4007,0.0771616,74,31,12
0.0748,7,8,3975,0.0770379,61,25,11
0.0748,7,9,3912,0.0743133,92,37,18
0.0748,7,10,4011,0.0783398,69,27,15
0.0748,7,11,4159,0.0808641,44,18,8
0.0748,7,12,4251,0.083691,78,28,22
0.0748,7,13,4201,0.0827229,80,25,30
0.0748,7,14,4136,0.0818621,104,49,6
0.0748,7,15,4359,0.0850172,116,51,14
0.0748,7,16,4332,0.0839405,72,31,10
0.0748,7,17,4307,0.0837254,82,35,12
0.0748,7,18,4416,0.0857709,93,41,11
0.0748,7,19,4506,0.0874748,94,33,28
0.0748,7,20,4509,0.0891776,51,22,7
0.0748,7,21,4342,0.0859598,41,14,13
0.0748,7,22,4361,0.0853191,52,22,8
0.0748,7,23,4566,0.0895575,124,55,14
0.0748,7,24,4666,0.0922134,126,60,6
0.0748,7,25,4826,0.0962044,63,26,11
0.0748,7,26,4688,0.0920949,69,30,9
0.0748,7,27,4734,0.0928964,86,38,10
0.0748,7,28,4807,0.0950413,82,35,12
0.0748,7,29,4921,0.0962712,81,33,15
0.0748,7,30,4756,0.0937586,123,56,11
0.0748,7,31,4654,0.0912764,61,27,7
0.0748,7,32,4908,0.0961184,77,31,15
0.0748,7,33,4966,0.098759,112,52,8
0.0748,7,34,5157,0.103194,113,52,9
0.0748,7,35,5332,0.105996,82,33,16
0.0748,7,36,5363,0.105579,108,47,14
0.0748,7,37,5470,0.10854,107,47,13
0.0748,7,38,5362,0.106719,107,49,9
0.0748,7,39,5405,0.108161,75,31,13
0.0748,7,40,5562,0.111723,98,45,8
0.0748,7,41,5816,0.116511,120,55,10
0.0748,7,42,5690,0.114074,64,29,6
0.0748,7,43,5589,0.112175,73,33,7
0.0748,7,44,5739,0.113106,82,38,6
0.0748,7,45,5899,0.117674,107,49,9
0.0748,7,46,6122,0.121377,101,44,13
0.0748,7,47,6161,0.121976,83,38,7
0.0748,7,48,6157,0.122914,99,46,7
0.0748,7,49,6570,0.128627,92,36,20
0.0748,7,50,6595,0.131369,85,40,5
0.0748,7,51,6649,0.131622,107,49,9
0.0748,7,52,6506,0.130271,90,41,8
0.0748,7,53,6436,0.12742,84,40,4
0.0748,7,54,6292,0.124876,114,54,6
0.0748,7,55,6553,0.128986,103,46,11
0.0748,7,56,6656,0.132316,57,23,11
0.0748,7,57,6877,0.138137,73,35,3
0.0748,7,58,7112,0.142251,83,37,9
0.0748,7,59,7172,0.141975,104,47,10
0.0748,7,60,7179,0.142367,102,48,6
0.0748,7,61,7672,0.152174,87,41,5
0.0748,7,62,7595,0.150206,117,57,3
0.0748,7,63,7634,0.150039,104,49,6
0.0748,7,64,7791,0.152633,121,59,3
0.0748,7,65,7966,0.156141,123,58,7
0.0748,7,66,8355,0.161825,105,49,7
0.0748,7,67,8514,0.167605,138,67,4
0.0748,7,68,8648,0.169283,131,64,3
0.0748,7,69,8570,0.168707,127,59,9
0.0748,7,70,8683,0.169312,155,75,5
0.0748,7,71,8741,0.169834,127,61,5
0.0748,7,72,8708,0.170484,142,69,4
0.0748,7,73,8937,0.176307,122,60,2
0.0748,7,74,9060,0.175895,133,63,7
0.0748,7,75,8873,0.174117,134,65,4
0.0748,7,76,9124,0.178762,105,47,11
0.0748,7,77,9194,0.180607,84,39,6
0.0748,7,78,9241,0.182218,122,61,0
0.0748,7,79,9290,0.179656,92,43,6
0.0748,7,80,9376,0.182249,162,80,2
0.0748,7,81,9579,0.186995,135,66,3
0.0748,7,82,9742,0.192135,115,53,9
0.0748,7,83,9936,0.193964,96,48,0
0.0748,7,84,9733,0.191053,122,61,0
0.0748,7,85,9932,0.194486,100,50,0
0.0748,7,86,9761,0.19125,119,59,1
0.0748,7,87,9889,0.192341,165,80,5
0.0748,7,88,10061,0.194649,104,49,6
0.0748,7,89,10551,0.202312,118,59,0
0.0748,7,90,10617,0.203477,134,66,2
0.0748,7,91,10263,0.200332,88,44,0
0.0748,7,92,10241,0.200607,172,86,0
0.0748,7,93,10468,0.203452,139,69,1
0.0748,7,94,11080,0.214065,83,41,1
0.0748,7,95,11450,0.222858,112,55,2
0.0748,7,96,11508,0.225709,126,61,4
0.0748,7,97,11654,0.229292,149,74,1
0.0748,7,98,11762,0.229897,138,66,6
0.0748,7,99,11879,0.231163,122,60,2
0.0748,7,100,11836,0.228609,151,70,11
0.0748,8,0,3832,0.0742204,106,53,0
0.0748,8,1,4212,0.0813913,95,47,1
0.0748,8,2,4275,0.0830613,113,53,7
0.0748,8,3,4278,0.0829777,113,53,7
0.0748,8,4,4152,0.0814469,120,56,8
0.0748,8,5,4149,0.0808425,111,49,13
0.0748,8,6,4327,0.0849864,86,37,12
0.0748,8,7,4199,0.0828695,74,31,12
0.0748,8,8,4307,0.085392,91,40,11
0.0748,8,9,4289,0.0847327,106,47,12
0.0748,8,10,4194,0.0839001,72,29,14
0.0748,8,11,4425,0.0881404,79,35,9
0.0748,8,12,4248,0.0852807,65,28,9
0.0748,8,13,4399,0.0862245,107,44,19
0.0748,8,14,4582,0.0897657,128,53,22
0.0748,8,15,4487,0.0896396,72,31,10
0.0748,8,16,4453,0.0886628,80,34,12
0.0748,8,17,4635,0.0919971,82,32,18
0.0748,8,18,4860,0.0947775,85,32,21
0.0748,8,19,5208,0.102395,100,46,8
0.0748,8,20,5153,0.100739,137,65,7
0.0748,8,21,5287,0.103887,90,35,20
0.0748,8,22,5229,0.102545,100,44,12
0.0748,8,23,5051,0.100967,88,37,14
0.0748,8,24,5227,0.104136,102,43,16
0.0748,8,25,5373,0.10583,109,46,17
0.0748,8,26,5564,0.108825,91,42,7
0.0748,8,27,5355,0.105248,41,15,11
0.0748,8,28,5530,0.107722,90,39,12
0.0748,8,29,5686,0.110843,103,47,9
0.0748,8,30,5939,0.117209,72,32,8
0.0748,8,31,5827,0.115217,83,38,7
0.0748,8,32,5871,0.116106,108,46,16
0.0748,8,33,5811,0.114566,92,37,18
0.0748,8,34,5734,0.114698,54,22,10
0.0748,8,35,5841,0.117943,96,47,2
0.0748,8,36,6037,0.120987,90,37,16
0.0748,8,37,6514,0.128415,100,46,8
0.0748,8,38,6491,0.12822,73,33,7
0.0748,8,39,6590,0.129515,136,63,10
0.0748,8,40,6911,0.135835,82,37,8
0.0748,8,41,6936,0.136487,93,46,1
0.0748,8,42,7343,0.142229,84,40,4
0.0748,8,43,7235,0.141879,107,47,13
0.0748,8,44,7430,0.144699,113,52,9
0.0748,8,45,7530,0.145654,127,61,5
0.0748,8,46,7367,0.143444,97,45,7
0.0748,8,47,7464,0.146479,114,53,8
0.0748,8,48,7666,0.150864,86,40,6
0.0748,8,49,7719,0.151496,87,40,7
0.0748,8,50,7997,0.154358,119,57,5
0.0748,8,51,8226,0.159921,96,46,4
0.0748,8,52,8291,0.163808,120,59,2
0.0748,8,53,8301,0.163283,123,60,3
0.0748,8,54,8423,0.164191,65,32,1
0.0748,8,55,8747,0.17003,163,81,1
0.0748,8,56,8762,0.172108,99,47,5
0.0748,8,57,9294,0.182802,109,51,7
0.0748,8,58,9374,0.184695,114,54,6
0.0748,8,59,9667,0.186824,110,54,2
0.0748,8,60,9878,0.192599,99,49,1
0.0748,8,61,10168,0.197821,114,55,4
0.0748,8,62,10388,0.20117,90,45,0
0.0748,8,63,10455,0.203349,95,47,1
0.0748,8,64,10346,0.198161,90,45,0
0.0748,8,65,10583,0.204455,126,63,0
0.0748,8,66,11181,0.215119,91,45,1
0.0748,8,67,10760,0.209747,140,70,0
0.0748,8,68,10802,0.212789,104,52,0
0.0748,8,69,11081,0.213704,158,78,2
0.0748,8,70,11101,0.213259,88,44,0
0.0748,8,71,10880,0.206962,120,60,0
0.0748,8,72,11115,0.213381,142,71,0
0.0748,8,73,11372,0.220798,139,69,1
0.0748,8,74,11552,0.222822,100,50,0
0.0748,8,75,11386,0.22329,121,60,1
0.0748,8,76,11861,0.229749,100,50,0
0.0748,8,77,11352,0.223104,107,53,1
0.0748,8,78,11647,0.228194,102,51,0
0.0748,8,79,12269,0.239404,120,60,0
0.0748,8,80,12392,0.241946,90,44,2
0.0748,8,81,12673,0.247985,96,47,2
0.0748,8,82,12727,0.248555,114,57,0
0.0748,8,83,12948,0.252348,156,78,0
0.0748,8,84,13208,0.253037,111,55,1
0.0748,8,85,12998,0.251266,138,68,2
0.0748,8,86,13196,0.252304,74,36,2
0.0748,8,87,13666,0.259869,130,63,4
0.0748,8,88,13604,0.261595,132,66,0
0.0748,8,89,13722,0.267558,118,59,0
0.0748,8,90,13563,0.265016,118,59,0
0.0748,8,91,13937,0.268339,166,83,0
0.0748,8,92,14671,0.277492,134,66,2
0.0748,8,93,14508,0.276048,156,78,0
0.0748,8,94,14687,0.283697,92,46,0
0.0748,8,95,14779,0.286859,114,57,0
0.0748,8,96,14930,0.289678,166,83,0
0.0748,8,97,14949,0.285657,102,51,0
0.0748,8,98,14548,0.280784,74,37,0
0.0748,8,99,14607,0.284637,118,59,0
0.0748,8,100,14965,0.287733,96,48,0
0.0748,9,0,4074,0.0791068,96,48,0
0.0748,9,1,4258,0.083697,122,60,2
0.0748,9,2,4583,0.0876458,140,69,2
0.0748,9,3,4216,0.0823952,107,51,5
0.0748,9,4,4235,0.0828346,70,30,10
0.0748,9,5,4252,0.0828527,134,57,20
0.0748,9,6,4179,0.0824716,93,40,13
0.0748,9,7,4011,0.0784993,71,31,9
0.0748,9,8,3923,0.0775205,113,51,11
0.0748,9,9,4185,0.0814551,70,31,8
0.0748,9,10,4177,0.0818474,102,46,10
0.0748,9,11,4404,0.0871148,100,42,16
0.0748,9,12,4540,0.0902011,78,34,10
0.0748,9,13,4602,0.090027,47,20,7
0.0748,9,14,4660,0.0919676,107,44,19
0.0748,9,15,4702,0.0933381,108,46,16
0.0748,9,16,5055,0.10083,126,58,10
0.0748,9,17,5203,0.102591,100,44,12
0.0748,9,18,5333,0.1051,93,43,7
0.0748,9,19,5410,0.105388,71,33,5
0.0748,9,20,5445,0.106464,116,49,18
0.0748,9,21,5505,0.108439,75,30,15
0.0748,9,22,5477,0.107662,88,41,6
0.0748,9,23,5443,0.10623,63,20,23
0.0748,9,24,5426,0.106188,50,21,8
0.0748,9,25,5956,0.117286,115,55,5
0.0748,9,26,6019,0.118985,88,35,18
0.0748,9,27,6323,0.123898,109,50,9
0.0748,9,28,6488,0.126848,113,49,15
0.0748,9,29,6381,0.124014,95,43,9
0.0748,9,30,6565,0.129687,83,39,5
0.0748,9,31,6677,0.131779,129,59,11
0.0748,9,32,6737,0.133623,108,44,20
0.0748,9,33,6815,0.135304,80,35,10
0.0748,9,34,6930,0.136358,85,37,11
0.0748,9,35,7028,0.137912,114,50,14
0.0748,9,36,7011,0.13711,82,40,2
0.0748,9,37,7158,0.140579,143,68,7
0.0748,9,38,7028,0.140515,151,69,13
0.0748,9,39,7157,0.142468,111,54,3
0.0748,9,40,7371,0.14487,103,49,5
0.0748,9,41,7606,0.14919,112,55,2
0.0748,9,42,8003,0.158118,104,49,6
0.0748,9,43,8282,0.162999,97,46,5
0.0748,9,44,8220,0.161347,91,45,1
0.0748,9,45,8453,0.164372,104,49,6
0.0748,9,46,8656,0.168202,118,57,4
0.0748,9,47,8897,0.173749,154,75,4
0.0748,9,48,9207,0.181899,160,75,10
0.0748,9,49,9026,0.176441,112,54,4
0.0748,9,50,9350,0.182048,117,57,3
0.0748,9,51,9736,0.186929,93,45,3
0.0748,9,52,9414,0.182548,116,57,2
0.0748,9,53,9861,0.192598,98,48,2
0.0748,9,54,10033,0.196602,82,40,2
0.0748,9,55,9943,0.194518,99,48,3
0.0748,9,56,9897,0.193725,125,60,5
0.0748,9,57,9915,0.196368,116,56,4
0.0748,9,58,10091,0.200202,90,43,4
0.0748,9,59,10433,0.205779,143,68,7
0.0748,9,60,10280,0.205682,158,75,8
0.0748,9,61,10726,0.210967,159,79,1
0.0748,9,62,10819,0.212337,133,66,1
0.0748,9,63,11154,0.216071,136,66,4
0.0748,9,64,11361,0.21913,103,51,1
0.0748,9,65,11632,0.2264,116,58,0
0.0748,9,66,11849,0.23023,110,54,2
0.0748,9,67,12241,0.235821,144,71,2
0.0748,9,68,11873,0.23194,103,51,1
0.0748,9,69,12077,0.236045,118,59,0
0.0748,9,70,11957,0.233928,93,46,1
0.0748,9,71,12111,0.23881,114,57,0
0.0748,9,72,12572,0.246008,218,108,2
0.0748,9,73,12569,0.245105,147,71,5
0.0748,9,74,12869,0.24593,142,70,2
0.0748,9,75,12883,0.249217,118,59,0
0.0748,9,76,13005,0.253173,122,60,2
0.0748,9,77,13163,0.254112,130,65,0
0.0748,9,78,13383,0.255391,110,54,2
0.0748,9,79,13456,0.255322,91,44,3
0.0748,9,80,13806,0.263957,148,74,0
0.0748,9,81,13707,0.262194,142,71,0
0.0748,9,82,13222,0.255271,176,88,0
0.0748,9,83,13494,0.259311,110,55,0
0.0748,9,84,13037,0.251582,104,52,0
0.0748,9,85,13378,0.258822,124,62,0
0.0748,9,86,13309,0.258247,142,71,0
0.0748,9,87,13135,0.256113,122,61,0
0.0748,9,88,13614,0.264709,126,63,0
0.0748,9,89,14184,0.27234,136,68,0
0.0748,9,90,13793,0.268409,120,60,0
0.0748,9,91,14010,0.274695,144,72,0
0.0748,9,92,14571,0.280676,112,56,0
0.0748,9,93,14576,0.279845,82,41,0
0.0748,9,94,14824,0.283182,126,63,0
0.0748,9,95,14407,0.278795,170,85,0
0.0748,9,96,14386,0.281747,136,68,0
0.0748,9,97,14842,0.288049,138,69,0
0.0748,9,98,15053,0.286975,100,50,0
0.0748,9,99,15247,0.294275,132,66,0
0.0748,9,100,15689,0.297444,112,56,0
0.0748,10,0,3952,0.0755381,80,40,0
0.0748,10,1,3873,0.075032,73,35,3
0.0748,10,2,3829,0.0760567,133,64,5
0.0748,10,3,4141,0.0809833,118,55,8
0.0748,10,4,3792,0.0743734,91,44,3
0.0748,10,5,4078,0.0793169,105,39,27
0.0748,10,6,4160,0.0814122,83,34,15
0.0748,10,7,4164,0.0817432,110,49,12
0.0748,10,8,4209,0.0808211,76,31,14
0.0748,10,9,4024,0.0788092,74,32,10
0.0748,10,10,4003,0.0789546,79,29,21
0.0748,10,11,4170,0.0827874,116,44,28
0.0748,10,12,4021,0.0800581,53,21,11
0.0748,10,13,3899,0.0790552,47,14,19
0.0748,10,14,3994,0.0800433,80,33,14
0.0748,10,15,4116,0.0813182,74,29,16
0.0748,10,16,3985,0.0791271,56,15,26
0.0748,10,17,3923,0.0773493,55,19,17
0.0748,10,18,4077,0.0805127,84,29,26
0.0748,10,19,4152,0.0816006,88,30,28
0.0748,10,20,4130,0.0815722,70,28,14
0.0748,10,21,3967,0.0783713,106,47,12
0.0748,10,22,4169,0.0826592,49,14,21
0.0748,10,23,4065,0.0800449,54,19,16
0.0748,10,24,4344,0.0849167,103,41,21
0.0748,10,25,4271,0.0847858,94,37,20
0.0748,10,26,4221,0.0841977,84,33,18
0.0748,10,27,4506,0.0891712,81,22,37
0.0748,10,28,4298,0.0853523,68,26,16
0.0748,10,29,4115,0.0817214,33,10,13
0.0748,10,30,4132,0.0840487,62,27,8
0.0748,10,31,4138,0.0844145,52,21,10
0.0748,10,32,4488,0.0898175,70,26,18
0.0748,10,33,4455,0.0881027,89,29,31
0.0748,10,34,4575,0.0914561,101,39,23
0.0748,10,35,4463,0.0894568,92,36,20
0.0748,10,36,4397,0.0885564,97,43,11
0.0748,10,37,4618,0.0929474,65,26,13
0.0748,10,38,4740,0.0951349,54,22,10
0.0748,10,39,4788,0.0933916,105,44,17
0.0748,10,40,5047,0.0983092,110,51,8
0.0748,10,41,4981,0.0974336,109,52,5
0.0748,10,42,5067,0.0996303,83,35,13
0.0748,10,43,5275,0.104348,97,41,15
0.0748,10,44,4973,0.0999598,76,32,12
0.0748,10,45,5338,0.105582,73,34,5
0.0748,10,46,5507,0.106812,103,46,11
0.0748,10,47,5636,0.110958,96,42,12
0.0748,10,48,5632,0.110267,125,55,15
0.0748,10,49,5733,0.114688,112,54,4
0.0748,10,50,5934,0.116682,105,48,9
0.0748,10,51,6100,0.11876,97,43,11
0.0748,10,52,6119,0.120221,93,41,11
0.0748,10,53,6380,0.125403,81,38,5
0.0748,10,54,6389,0.126917,113,52,9
0.0748,10,55,6476,0.129931,98,42,14
0.0748,10,56,6712,0.133604,123,56,11
0.0748,10,57,6786,0.133735,151,72,7
0.0748,10,58,6870,0.133725,103,47,9
0.0748,10,59,7033,0.138129,129,58,13
0.0748,10,60,6768,0.132883,113,52,9
0.0748,10,61,7031,0.138134,99,42,15
0.0748,10,62,6875,0.135319,71,32,7
0.0748,10,63,7243,0.141553,95,41,13
0.0748,10,64,7344,0.14443,99,47,5
0.0748,10,65,7626,0.14943,83,40,3
0.0748,10,66,7488,0.146296,106,53,0
0.0748,10,67,7369,0.144763,113,54,5
0.0748,10,68,7230,0.141476,102,47,8
0.0748,10,69,7607,0.147921,106,49,8
0.0748,10,70,7707,0.152354,118,57,4
0.0748,10,71,8039,0.159182,84,36,12
0.0748,10,72,8251,0.163464,169,79,11
0.0748,10,73,8273,0.162829,124,57,10
0.0748,10,74,8445,0.165822,89,35,19
0.0748,10,75,8507,0.166627,114,56,2
0.0748,10,76,8901,0.17214,130,62,6
0.0748,10,77,8967,0.172495,98,48,2
0.0748,10,78,9170,0.175886,114,56,2
0.0748,10,79,9549,0.184443,104,51,2
0.0748,10,80,9486,0.182423,105,51,3
0.0748,10,81,9859,0.189443,127,61,5
0.0748,10,82,9687,0.18817,115,56,3
0.0748,10,83,9671,0.187299,107,53,1
0.0748,10,84,9911,0.194379,144,70,4
0.0748,10,85,10092,0.195597,83,39,5
0.0748,10,86,10156,0.197572,113,56,1
0.0748,10,87,10545,0.205532,164,82,0
0.0748,10,88,10413,0.204353,147,73,1
0.0748,10,89,10708,0.208076,102,51,0
0.0748,10,90,10783,0.21063,108,54,0
0.0748,10,91,10944,0.212077,135,67,1
0.0748,10,92,10964,0.208512,98,49,0
0.0748,10,93,10997,0.210824,124,60,4
0.0748,10,94,11232,0.216834,145,69,7
0.0748,10,95,11271,0.216309,84,42,0
0.0748,10,96,11525,0.222499,116,57,2
0.0748,10,97,11833,0.231638,82,41,0
0.0748,10,98,12083,0.232491,130,64,2
0.0748,10,99,11853,0.227522,128,64,0
0.0748,10,100,11965,0.229285,126,63,0
0.0748,11,0,3960,0.0773407,100,50,0
0.0748,11,1,4212,0.0818691,102,51,0
0.0748,11,2,4131,0.0814472,127,57,13
0.0748,11,3,4178,0.0832205,108,51,6
0.0748,11,4,4033,0.0806471,99,46,7
0.0748,11,5,4001,0.0806556,116,52,12
0.0748,11,6,4128,0.081581,76,34,8
0.0748,11,7,4091,0.0816762,72,33,6
0.0748,11,8,4125,0.0811656,129,59,11
0.0748,11,9,4230,0.0832218,77,25,27
0.0748,11,10,4356,0.0862335,67,15,37
0.0748,11,11,4288,0.0850794,70,24,22
0.0748,11,12,4267,0.0836732,81,36,9
0.0748,11,13,4162,0.0827304,75,33,9
0.0748,11,14,4301,0.0849765,68,25,18
0.0748,11,15,4222,0.0838564,104,39,26
0.0748,11,16,4151,0.0828212,142,54,34
0.0748,11,17,4042,0.081015,70,18,34
0.0748,11,18,4114,0.0830708,69,17,35
0.0748,11,19,4327,0.086082,86,35,16
0.0748,11,20,4269,0.0848,47,19,9
0.0748,11,21,4341,0.0853419,50,21,8
0.0748,11,22,4324,0.0840362,65,26,13
0.0748,11,23,4522,0.0872266,69,29,11
0.0748,11,24,4616,0.0906841,72,30,12
0.0748,11,25,4560,0.0903579,81,31,19
0.0748,11,26,4342,0.0860211,72,26,20
0.0748,11,27,4578,0.0895961,65,27,11
0.0748,11,28,4547,0.089304,108,43,22
0.0748,11,29,4648,0.0910765,98,42,14
0.0748,11,30,4805,0.093196,65,26,13
0.0748,11,31,4801,0.0940303,40,14,12
0.0748,11,32,4877,0.0951424,94,37,20
0.0748,11,33,4810,0.0958893,79,28,23
0.0748,11,34,4915,0.0983905,89,31,27
0.0748,11,35,5179,0.103324,111,49,13
0.0748,11,36,5065,0.101499,67,26,15
0.0748,11,37,5088,0.102415,44,16,12
0.0748,11,38,5264,0.105238,143,64,15
0.0748,11,39,5520,0.109676,78,32,14
0.0748,11,40,5511,0.109711,94,39,16
0.0748,11,41,5712,0.112344,87,35,17
0.0748,11,42,5825,0.113858,131,59,13
0.0748,11,43,5864,0.116082,100,40,20
0.0748,11,44,5804,0.115099,77,32,13
0.0748,11,45,6027,0.118167,84,38,8
0.0748,11,46,6120,0.121482,84,38,8
0.0748,11,47,5934,0.116825,68,27,14
0.0748,11,48,6201,0.122963,108,52,4
0.0748,11,49,5966,0.118068,100,46,8
0.0748,11,50,6171,0.120867,98,45,8
0.0748,11,51,6383,0.126546,68,31,6
0.0748,11,52,6706,0.131069,78,33,12
0.0748,11,53,6811,0.133251,89,38,13
0.0748,11,54,6946,0.135675,148,69,10
0.0748,11,55,6765,0.132798,112,49,14
0.0748,11,56,6811,0.133685,126,54,18
0.0748,11,57,6587,0.131577,102,46,10
0.0748,11,58,6586,0.132841,86,41,4
0.0748,11,59,6823,0.13622,99,45,9
0.0748,11,60,6921,0.138034,104,51,2
0.0748,11,61,7178,0.143986,82,40,2
0.0748,11,62,7422,0.147011,114,54,6
0.0748,11,63,7529,0.149207,177,86,5
0.0748,11,64,7815,0.154569,114,57,0
0.0748,11,65,7684,0.151792,87,42,3
0.0748,11,66,7628,0.150685,80,38,4
0.0748,11,67,8101,0.156287,136,66,4
0.0748,11,68,7911,0.154608,112,53,6
0.0748,11,69,8192,0.159856,141,68,5
0.0748,11,70,8650,0.168767,130,64,2
0.0748,11,71,8805,0.172168,106,52,2
0.0748,11,72,8740,0.169288,149,74,1
0.0748,11,73,8939,0.176388,109,53,3
0.0748,11,74,9104,0.17865,125,61,3
0.0748,11,75,9135,0.18292,117,57,3
0.0748,11,76,9076,0.180516,92,46,0
0.0748,11,77,9094,0.180817,96,44,8
0.0748,11,78,9704,0.188978,118,55,8
0.0748,11,79,9999,0.195767,143,71,1
0.0748,11,80,10228,0.198094,118,59,0
0.0748,11,81,10017,0.195667,66,33,0
0.0748,11,82,10437,0.20065,103,50,3
0.0748,11,83,10758,0.209593,152,75,2
0.0748,11,84,10765,0.207666,98,49,0
0.0748,11,85,10894,0.210895,112,56,0
0.0748,11,86,10851,0.212124,115,57,1
0.0748,11,87,11109,0.217202,84,40,4
