a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.02,0,517.82,0,1035.64,559.2456,100
0.02,1,233.6,516.86,984.06,469.3692,100
0.02,2,163.77,591.94,919.48,425.4864,100
0.02,3,123.96,599.03,846.95,385.4694,100
0.02,4,94.04,596.7,784.78,352.17719999999997,100
0.02,5,70.94,574.85,716.73,318.05219999999997,100
0.02,6,55.79,532.17,643.75,283.7646,100
0.02,7,41.52,497.51,580.55,253.79579999999999,100
0.02,8,32.43,459.48,524.34,228.006,100
0.02,9,23.69,412.44,459.82,198.81,100
0.02,10,17.11,366.11,400.33,172.245,100
0.02,11,12.5,325.49,350.49,150.2058,100
0.02,12,9.5,286.34,305.34,130.5228,100
0.02,13,6.05,250.69,262.79,111.8238,100
0.02,14,5,214.28,224.28,95.3976,100
0.02,15,3.8,186.1,193.7,82.266,100
0.02,16,2.75,159.84,165.34,70.1028,100
0.02,17,2,139.2,143.2,60.624,100
0.02,18,1.61,120.63,123.85,52.4034,100
0.02,19,1.13,104.16,106.42,44.9676,100
0.02,20,0.7,89.77,91.17,38.4594,100
0.02,21,0.46,77.32,78.24,32.9712,100
0.02,22,0.46,66.28,67.2,28.3344,100
0.02,23,0.43,55.29,56.15,23.6862,100
0.02,24,0.16,46.61,46.93,19.749,100
0.02,25,0.12,39.56,39.8,16.7448,100
0.02,26,0.08,33.78,33.94,14.274,100
0.02,27,0.09,26.68,26.86,11.3028,100
0.02,28,0.08080808080808081,23.696969696969695,23.858585858585858,10.04,99
0.02,29,0.08163265306122448,20.091836734693878,20.255102040816325,8.52673469387755,98
0.02,30,0.02040816326530612,17.132653061224488,17.1734693877551,7.217755102040816,98
0.02,31,0.010416666666666666,14.75,14.770833333333334,6.20625,96
0.02,32,0.021505376344086023,13.10752688172043,13.150537634408602,5.5283870967741935,93
0.02,33,0.045454545454545456,12.204545454545455,12.295454545454545,5.175,88
0.02,34,0,9.704545454545455,9.704545454545455,4.075909090909091,88
0.02,35,0,8.188235294117646,8.188235294117646,3.439058823529412,85
0.02,36,0.02564102564102564,6.615384615384615,6.666666666666667,2.806153846153846,78
0.02,37,0,6.152777777777778,6.152777777777778,2.5841666666666665,72
0.02,38,0.03076923076923077,5.415384615384616,5.476923076923077,2.3076923076923075,65
0.02,39,0,5.389830508474576,5.389830508474576,2.263728813559322,59
0.02,40,0.018867924528301886,4.867924528301887,4.90566037735849,2.0649056603773586,53
0.02,41,0,5.0227272727272725,5.0227272727272725,2.1095454545454544,44
0.02,42,0.05263157894736842,4.315789473684211,4.421052631578948,1.8694736842105264,38
0.02,43,0,4.533333333333333,4.533333333333333,1.904,30
0.02,44,0,4.769230769230769,4.769230769230769,2.003076923076923,26
0.02,45,0,6.045454545454546,6.045454545454546,2.539090909090909,22
0.02,46,0,7,7,2.94,16
0.02,47,0,5.133333333333334,5.133333333333334,2.156,15
0.02,48,0,3.923076923076923,3.923076923076923,1.6476923076923078,13
0.02,49,0,3.3,3.3,1.3860000000000001,10
0.02,50,0,3.2222222222222223,3.2222222222222223,1.3533333333333333,9
0.02,51,0,3,3,1.26,9
0.02,52,0,2.875,2.875,1.2075,8
0.02,53,0,1.8333333333333333,1.8333333333333333,0.77,6
0.02,54,0,2.6,2.6,1.092,5
0.02,55,0,2,2,0.84,5
0.02,56,0,1.4,1.4,0.588,5
0.02,57,0,2.3333333333333335,2.3333333333333335,0.98,3
0.02,58,0,0.5,0.5,0.21,2
0.02,59,0,0,0,0,1
