0.0694,15,28,3784,0.0743039,70,23,24,0.625
0.0694,15,29,3636,0.0708855,53,19,15,0.6625
0.0694,15,30,3506,0.0705461,76,23,30,0.644068
0.0694,15,31,3511,0.0710527,75,27,21,0.625
0.0694,15,32,3636,0.0739475,53,14,25,0.588889
0.0694,15,33,3812,0.0760423,113,42,29,0.753333
0.0694,15,34,3708,0.074419,58,25,8,0.783784
0.0694,15,35,3669,0.0734388,73,29,15,0.760417
0.0694,15,36,3649,0.0743541,36,10,16,0.529412
0.0694,15,37,3862,0.0769139,70,26,18,0.744681
0.0694,15,38,4061,0.0791155,115,44,27,0.777027
0.0694,15,39,3987,0.077996,68,22,24,0.653846
0.0694,15,40,3897,0.0772724,53,17,19,0.602273
0.0694,15,41,4036,0.0799461,76,26,24,0.644068
0.0694,15,42,4025,0.0795801,79,27,25,0.681034
0.0694,15,43,3949,0.0782755,68,28,12,0.790698
0.0694,15,44,4035,0.0798725,49,17,15,0.644737
0.0694,15,45,4196,0.0828921,92,35,22,0.754098
0.0694,15,46,4089,0.080887,59,24,11,0.776316
0.0694,15,47,4262,0.0847586,97,43,11,0.836207
0.0694,15,48,4262,0.0851412,83,37,9,0.846939
0.0694,15,49,4078,0.080695,57,24,9,0.791667
0.0694,15,50,4109,0.0830302,67,29,9,0.697917
0.0694,15,51,4050,0.0820702,107,43,21,0.823077
0.0694,15,52,3822,0.0774876,99,39,21,0.785714
0.0694,15,53,3908,0.0780164,92,39,14,0.779661
0.0694,15,54,4109,0.0815116,65,26,13,0.738636
0.0694,15,55,4074,0.0805107,94,40,14,0.824561
0.0694,15,56,4228,0.0830192,79,30,19,0.79
0.0694,15,57,4230,0.0831205,84,33,18,0.736842
0.0694,15,58,4359,0.0861974,95,40,15,0.753968
0.0694,15,59,4409,0.0874975,99,38,23,0.773438
0.0694,15,60,4446,0.0884706,88,32,24,0.758621
0.0694,15,61,4488,0.0887939,77,29,19,0.785714
0.0694,15,62,4464,0.0888358,70,28,14,0.744681
0.0694,15,63,4504,0.0894254,96,39,18,0.8
0.0694,15,64,4455,0.088449,93,42,9,0.894231
0.0694,15,65,4611,0.092161,82,28,26,0.683333
0.0694,15,66,4671,0.0924914,91,40,11,0.892157
0.0694,15,67,4768,0.0956508,76,30,16,0.716981
0.0694,15,68,4899,0.0983774,106,42,22,0.779412
0.0694,15,69,5095,0.100224,77,28,21,0.663793
0.0694,15,70,5125,0.10016,70,25,20,0.76087
0.0694,15,71,5130,0.099891,61,18,25,0.586538
0.0694,15,72,4921,0.0973145,88,35,18,0.8
0.0694,15,73,5100,0.101199,131,58,15,0.861842
0.0694,15,74,5092,0.100189,78,29,20,0.709091
0.0694,15,75,4980,0.0986334,71,33,5,0.934211
0.0694,15,76,4853,0.0953888,65,28,9,0.878378
0.0694,15,77,4732,0.0927189,76,34,8,0.863636
0.0694,15,78,4652,0.0925403,89,42,5,0.946809
0.0694,15,79,4796,0.0963904,53,21,11,0.80303
0.0694,15,80,4963,0.0986837,58,26,6,0.90625
0.0694,15,81,5010,0.100176,93,41,11,0.861111
0.0694,15,82,5198,0.104798,100,42,16,0.862069
0.0694,15,83,5380,0.106123,107,50,7,0.922414
0.0694,15,84,5670,0.110337,121,56,9,0.916667
0.0694,15,85,5671,0.111279,76,33,10,0.844444
0.0694,15,86,5725,0.110619,104,49,6,0.945455
0.0694,15,87,5883,0.11558,144,67,10,0.935065
0.0694,15,88,5835,0.115755,94,42,10,0.903846
0.0694,15,89,5674,0.11338,112,47,18,0.861538
0.0694,15,90,5902,0.117771,66,29,8,0.868421
0.0694,15,91,6009,0.119066,78,36,6,0.928571
0.0694,15,92,6148,0.122891,117,56,5,0.959016
0.0694,15,93,6075,0.120641,115,53,9,0.898438
0.0694,15,94,6178,0.122109,77,36,5,0.895349
0.0694,15,95,6295,0.125448,95,42,11,0.896226
0.0694,15,96,6553,0.130092,118,53,12,0.907692
0.0694,15,97,6720,0.133471,91,44,3,0.968085
0.0694,15,98,6946,0.13779,92,45,2,0.978723
0.0694,15,99,7396,0.146068,81,37,7,0.920455
0.0694,15,100,7226,0.142491,104,48,8,0.928571
0.0694,16,0,3604,0.0706944,60,30,0,1.0
0.0694,16,1,3740,0.072461,110,54,2,0.982143
0.0694,16,2,3632,0.0701077,110,53,4,0.964912
0.0694,16,3,3828,0.0744428,81,40,1,0.987805
0.0694,16,4,3962,0.0762128,140,65,10,0.933333
0.0694,16,5,3806,0.0736455,85,39,7,0.923913
0.0694,16,6,3809,0.0741917,96,37,22,0.8
0.0694,16,7,3557,0.0701606,102,41,20,0.822581
0.0694,16,8,3745,0.072631,87,40,7,0.836538
0.0694,16,9,3743,0.073134,71,28,15,0.806818
0.0694,16,10,3813,0.0742927,74,29,16,0.822222
0.0694,16,11,3603,0.0703052,85,35,15,0.787037
0.0694,16,12,3660,0.0714648,81,30,21,0.723214
0.0694,16,13,3603,0.0718101,49,13,23,0.521277
0.0694,16,14,3773,0.074521,56,23,10,0.756757
0.0694,16,15,3802,0.0755504,76,31,14,0.77551
0.0694,16,16,3959,0.0789495,80,30,20,0.727273
0.0694,16,17,3907,0.0772409,83,28,27,0.715517
0.0694,16,18,3791,0.0754578,53,21,11,0.779412
0.0694,16,19,3736,0.0739597,75,32,11,0.833333
0.0694,16,20,3805,0.076024,77,32,13,0.77
0.0694,16,21,3945,0.0775019,66,23,20,0.733333
0.0694,16,22,3821,0.0746581,95,35,25,0.719697
0.0694,16,23,3901,0.0763435,76,27,22,0.716981
0.0694,16,24,3754,0.0745581,80,32,16,0.784314
0.0694,16,25,3711,0.0738772,56,22,12,0.777778
0.0694,16,26,3589,0.0706802,65,29,7,0.902778
0.0694,16,27,3437,0.0665003,64,25,14,0.653061
0.0694,16,28,3434,0.0674683,46,15,16,0.638889
0.0694,16,29,3502,0.0698835,83,29,25,0.638462
0.0694,16,30,3653,0.0729841,45,16,13,0.661765
0.0694,16,31,3531,0.0712729,56,22,12,0.736842
0.0694,16,32,3590,0.0705943,34,13,8,0.62963
0.0694,16,33,3617,0.0713863,42,15,12,0.617647
0.0694,16,34,3552,0.0704203,58,18,22,0.604167
0.0694,16,35,3721,0.0738499,56,19,18,0.56
0.0694,16,36,3624,0.071734,60,20,20,0.638298
0.0694,16,37,3357,0.06652,108,39,30,0.771429
0.0694,16,38,3494,0.0684615,80,31,18,0.740741
0.0694,16,39,3408,0.0671104,31,7,17,0.534483
0.0694,16,40,3335,0.0658622,61,21,19,0.635417
0.0694,16,41,3264,0.0656899,66,27,12,0.6875
0.0694,16,42,3258,0.0651235,58,19,20,0.630435
0.0694,16,43,3240,0.0636943,50,16,18,0.431034
0.0694,16,44,3240,0.0649976,79,24,31,0.617188
0.0694,16,45,3264,0.0665443,72,27,18,0.72
0.0694,16,46,3499,0.0693806,77,32,13,0.802083
0.0694,16,47,3332,0.0660299,65,20,25,0.625
0.0694,16,48,3288,0.0649161,56,23,10,0.777778
0.0694,16,49,3405,0.0665533,33,6,21,0.485294
0.0694,16,50,3372,0.0662397,67,26,15,0.644231
0.0694,16,51,3212,0.0627197,58,19,20,0.58
0.0694,16,52,3200,0.0633714,56,20,16,0.608696
0.0694,16,53,3165,0.0615567,37,10,17,0.393617
0.0694,16,54,2948,0.0589011,57,18,21,0.59375
0.0694,16,55,2969,0.0589508,36,10,16,0.461538
0.0694,16,56,2871,0.057542,25,7,11,0.462963
0.0694,16,57,2810,0.0559271,54,14,26,0.574468
0.0694,16,58,2690,0.0543676,41,7,27,0.5
0.0694,16,59,2710,0.0544046,33,5,23,0.423077
0.0694,16,60,2574,0.0521644,21,4,13,0.388889
0.0694,16,61,2569,0.0518529,31,8,15,0.455882
0.0694,16,62,2336,0.046597,28,7,14,0.451613
0.0694,16,63,2187,0.0440945,26,4,18,0.302326
0.0694,16,64,2052,0.0412678,39,9,21,0.5
0.0694,16,65,1919,0.0387661,42,8,26,0.35
0.0694,16,66,1742,0.0353232,26,3,20,0.317073
0.0694,16,67,1714,0.0347936,45,9,27,0.416667
0.0694,16,68,1574,0.0312612,25,7,11,0.3125
0.0694,16,69,1540,0.0302947,15,2,11,0.197368
0.0694,16,70,1447,0.0285101,32,6,20,0.363636
0.0694,16,71,1265,0.0252193,31,9,13,0.329787
0.0694,16,72,1138,0.0228854,22,1,20,0.2
0.0694,16,73,1055,0.0211703,25,0,25,0.215517
0.0694,16,74,974,0.019466,15,1,13,0.220588
0.0694,16,75,858,0.0170123,3,0,3,0.0365854
0.0694,16,76,764,0.0153241,19,3,13,0.141791
0.0694,16,77,638,0.0128645,9,0,9,0.107143
0.0694,16,78,550,0.0112245,5,0,5,0.0471698
0.0694,16,79,492,0.0097214,3,1,1,0.03125
0.0694,16,80,407,0.00796914,3,0,3,0.0333333
0.0694,16,81,367,0.00718228,5,1,3,0.0531915
0.0694,16,82,283,0.00553924,0,0,0,0.0
0.0694,16,83,234,0.00452962,5,0,5,0.0543478
0.0694,16,84,228,0.00435896,2,0,2,0.0238095
0.0694,16,85,196,0.00373932,2,0,2,0.03125
0.0694,16,86,159,0.00309555,1,0,1,0.0104167
0.0694,16,87,131,0.00252069,1,0,1,0.0102041
0.0694,16,88,128,0.00250225,0,0,0,0.0
0.0694,16,89,111,0.0021853,2,0,2,0.0238095
0.0694,16,90,104,0.00204571,0,0,0,0.0
0.0694,16,91,110,0.00211612,0,0,0,0.0
0.0694,16,92,93,0.00180744,2,0,2,0.0238095
0.0694,16,93,83,0.00160486,0,0,0,0.0
0.0694,16,94,82,0.0016074,0,0,0,0.0
0.0694,16,95,64,0.00124485,2,0,2,0.0181818
0.0694,16,96,50,0.000980046,0,0,0,0.0
0.0694,16,97,58,0.0011373,0,0,0,0.0
0.0694,16,98,72,0.00140274,0,0,0,0.0
0.0694,16,99,68,0.00133104,1,0,1,0.0151515
0.0694,16,100,63,0.00122401,0,0,0,0.0
0.0694,17,0,3620,0.0703049,78,39,0,1.0
0.0694,17,1,3781,0.0736664,63,29,5,0.9
0.0694,17,2,3803,0.073773,132,64,4,0.970588
0.0694,17,3,3723,0.0732441,100,42,16,0.862069
0.0694,17,4,3722,0.0726442,61,29,3,0.953125
0.0694,17,5,3669,0.0720231,48,22,4,0.857143
0.0694,17,6,3821,0.0763071,98,41,16,0.859649
0.0694,17,7,3711,0.0741251,81,34,13,0.81
0.0694,17,8,3753,0.075039,64,27,10,0.820513
0.0694,17,9,3636,0.0706623,67,24,19,0.744444
0.0694,17,10,3760,0.0732173,93,41,11,0.830357
0.0694,17,11,3782,0.0725828,73,28,17,0.744898
0.0694,17,12,3718,0.0722391,118,52,14,0.855072
0.0694,17,13,3510,0.0686539,80,32,16,0.816327
0.0694,17,14,3547,0.0705646,71,25,21,0.669811
0.0694,17,15,3694,0.0723746,115,49,17,0.833333
0.0694,17,16,3680,0.0721908,60,24,12,0.714286
0.0694,17,17,3726,0.0722233,72,26,20,0.62069
0.0694,17,18,3610,0.07122,77,26,25,0.663793
0.0694,17,19,3646,0.0718141,64,28,8,0.780488
0.0694,17,20,3695,0.0721257,53,23,7,0.854839
0.0694,17,21,3701,0.0732668,42,8,26,0.512195
0.0694,17,22,3665,0.0725886,49,18,13,0.765625
0.0694,17,23,3464,0.0684206,75,31,13,0.721154
0.0694,17,24,3205,0.0640436,57,22,13,0.77027
0.0694,17,25,3182,0.0623653,64,21,22,0.627451
0.0694,17,26,3072,0.0605249,32,8,16,0.516129
0.0694,17,27,2987,0.059076,64,26,12,0.711111
0.0694,17,28,3088,0.0605039,29,6,17,0.467742
0.0694,17,29,3006,0.0590222,28,6,16,0.451613
0.0694,17,30,2808,0.0555358,35,10,15,0.564516
0.0694,17,31,2764,0.0540921,65,22,21,0.580357
0.0694,17,32,2674,0.0530977,39,9,21,0.513158
0.0694,17,33,2644,0.0521129,47,16,15,0.602564
0.0694,17,34,2400,0.0476739,44,8,28,0.431373
0.0694,17,35,2412,0.047322,83,27,29,0.610294
0.0694,17,36,2248,0.0441581,44,13,18,0.468085
0.0694,17,37,2092,0.040748,36,8,20,0.514286
0.0694,17,38,2051,0.0398098,43,8,27,0.40566
0.0694,17,39,2033,0.0394926,44,11,22,0.385965
0.0694,17,40,1962,0.0389193,50,15,20,0.531915
0.0694,17,41,1858,0.0368973,34,7,20,0.314815
0.0694,17,42,1710,0.0343401,34,5,24,0.333333
0.0694,17,43,1533,0.0302212,21,4,13,0.291667
0.0694,17,44,1387,0.0274926,16,2,12,0.195122
0.0694,17,45,1260,0.0249713,7,0,7,0.076087
0.0694,17,46,1184,0.0236819,19,5,9,0.215909
0.0694,17,47,1081,0.0216261,22,3,16,0.25
0.0694,17,48,1099,0.0217323,22,1,20,0.196429
0.0694,17,49,1007,0.0198135,22,4,14,0.244444
0.0694,17,50,919,0.0181556,16,3,10,0.166667
0.0694,17,51,822,0.0162921,19,4,11,0.25
0.0694,17,52,657,0.0129265,5,0,5,0.0423729
0.0694,17,53,592,0.0115027,13,1,11,0.116071
0.0694,17,54,532,0.0103679,12,0,12,0.0810811
0.0694,17,55,494,0.00966316,3,0,3,0.0202703
0.0694,17,56,419,0.00816732,4,0,4,0.0307692
0.0694,17,57,358,0.00688038,6,0,6,0.0882353
0.0694,17,58,306,0.0059691,9,0,9,0.0978261
0.0694,17,59,264,0.0051454,9,0,9,0.102273
0.0694,17,60,195,0.00382473,1,0,1,0.0138889
0.0694,17,61,176,0.00339467,0,0,0,0.0
0.0694,17,62,188,0.00365119,3,0,3,0.0294118
0.0694,17,63,148,0.00289142,3,0,3,0.0234375
0.0694,17,64,126,0.00246411,5,0,5,0.0352113
0.0694,17,65,109,0.00212517,2,0,2,0.0163934
0.0694,17,66,73,0.00143042,0,0,0,0.0
0.0694,17,67,78,0.00151321,1,0,1,0.01
0.0694,17,68,74,0.00145589,0,0,0,0.0
0.0694,17,69,57,0.00111415,1,0,1,0.0106383
0.0694,17,70,35,0.00069058,0,0,0,0.0
0.0694,17,71,27,0.000525599,0,0,0,0.0
0.0694,17,72,19,0.000370298,0,0,0,0.0
0.0694,17,73,17,0.000334725,0,0,0,0.0
0.0694,17,74,12,0.00023609,0,0,0,0.0
0.0694,17,75,10,0.00019755,0,0,0,0.0
0.0694,17,76,3,5.96232e-05,1,0,1,0.0102041
0.0694,17,77,1,1.93641e-05,0,0,0,0.0
0.0694,17,78,3,5.79621e-05,0,0,0,0.0
0.0694,17,79,0,0.0,0,0,0,0.0
0.0694,18,0,3530,0.0690316,76,38,0,1.0
0.0694,18,1,3842,0.073343,132,66,0,1.0
0.0694,18,2,3867,0.0743339,137,68,1,0.992754
0.0694,18,3,3924,0.0751811,109,54,1,0.990909
0.0694,18,4,3787,0.0733744,87,38,11,0.887755
0.0694,18,5,3854,0.0742582,38,11,16,0.612903
0.0694,18,6,3977,0.0785068,85,36,13,0.867347
0.0694,18,7,3979,0.0784379,91,37,17,0.798246
0.0694,18,8,3793,0.0752968,77,34,9,0.875
0.0694,18,9,4034,0.0788784,92,42,8,0.92
0.0694,18,10,3898,0.0765364,64,26,12,0.842105
0.0694,18,11,3693,0.0734282,121,53,15,0.840278
0.0694,18,12,4017,0.0790935,80,37,6,0.8
0.0694,18,13,3910,0.0772911,64,25,14,0.653061
0.0694,18,14,3880,0.0768774,102,36,30,0.75
0.0694,18,15,3883,0.0774061,80,27,26,0.701754
0.0694,18,16,3893,0.076788,54,22,10,0.794118
0.0694,18,17,3881,0.0759343,65,24,17,0.738636
0.0694,18,18,3964,0.0786789,70,23,24,0.729167
0.0694,18,19,3996,0.0787762,82,25,32,0.640625
0.0694,18,20,4181,0.0821867,99,37,25,0.717391
0.0694,18,21,4130,0.0818632,87,32,23,0.763158
0.0694,18,22,4080,0.0814989,55,18,19,0.597826
0.0694,18,23,4072,0.0810316,60,23,14,0.6
0.0694,18,24,3957,0.0788687,47,19,9,0.758065
0.0694,18,25,3903,0.07733,59,22,15,0.797297
0.0694,18,26,3945,0.0785262,85,35,15,0.801887
0.0694,18,27,3982,0.0794398,73,28,17,0.811111
0.0694,18,28,3998,0.0813329,101,39,23,0.789062
0.0694,18,29,4113,0.0827266,90,35,20,0.75
0.0694,18,30,3972,0.0793638,60,25,10,0.833333
0.0694,18,31,4173,0.0822039,25,8,9,0.595238
0.0694,18,32,4099,0.0811587,70,26,18,0.673077
0.0694,18,33,3996,0.0797541,65,23,19,0.691489
0.0694,18,34,3907,0.0779809,50,15,20,0.694444
0.0694,18,35,3795,0.0765121,63,22,19,0.684783
0.0694,18,36,3834,0.0763319,74,23,28,0.649123
0.0694,18,37,3828,0.0758621,55,18,19,0.723684
0.0694,18,38,3924,0.0786436,42,14,14,0.724138
0.0694,18,39,4089,0.081073,99,34,31,0.66
0.0694,18,40,3888,0.0780065,44,7,30,0.5
0.0694,18,41,3903,0.0780101,75,26,23,0.694444
0.0694,18,42,3824,0.0759967,71,32,7,0.845238
0.0694,18,43,3817,0.0756771,59,22,15,0.567308
0.0694,18,44,3887,0.0767666,99,37,25,0.66
0.0694,18,45,3716,0.0738885,64,24,16,0.761905
0.0694,18,46,3729,0.0747175,72,19,34,0.654545
0.0694,18,47,3747,0.0753257,65,23,19,0.691489
0.0694,18,48,3648,0.0741644,58,18,22,0.674419
0.0694,18,49,3607,0.0728128,82,30,22,0.66129
0.0694,18,50,3657,0.0735963,53,17,19,0.602273
0.0694,18,51,3691,0.0736198,77,26,25,0.6875
0.0694,18,52,3661,0.0722119,72,26,20,0.692308
0.0694,18,53,3846,0.0763338,48,17,14,0.774194
0.0694,18,54,3786,0.0754364,79,28,23,0.681034
0.0694,18,55,3971,0.0783606,80,30,20,0.740741
0.0694,18,56,3811,0.0759315,53,22,9,0.828125
0.0694,18,57,3660,0.0732234,36,12,12,0.5625
0.0694,18,58,3789,0.0746366,40,12,16,0.666667
0.0694,18,59,3842,0.0755793,118,46,26,0.776316
0.0694,18,60,3617,0.0721956,39,13,13,0.541667
0.0694,18,61,3443,0.0684738,94,38,18,0.758065
0.0694,18,62,3619,0.0722269,51,19,13,0.607143
0.0694,18,63,3582,0.071597,70,27,16,0.76087
0.0694,18,64,3576,0.0705325,98,37,24,0.731343
0.0694,18,65,3603,0.0711128,81,31,19,0.686441
0.0694,18,66,3545,0.0708122,54,22,10,0.84375
0.0694,18,67,3521,0.0699694,39,11,17,0.590909
0.0694,18,68,3613,0.0717093,48,12,24,0.521739
0.0694,18,69,3544,0.0699511,73,15,43,0.58871
0.0694,18,70,3553,0.0706727,64,24,16,0.680851
0.0694,18,71,3476,0.0693065,57,20,17,0.647727
0.0694,18,72,3340,0.0669285,37,10,17,0.45122
0.0694,18,73,3135,0.0625724,45,8,29,0.46875
0.0694,18,74,2978,0.058898,44,10,24,0.488889
0.0694,18,75,3025,0.060295,48,15,18,0.533333
0.0694,18,76,2851,0.0563305,34,10,14,0.548387
0.0694,18,77,2765,0.0544913,31,6,19,0.352273
0.0694,18,78,2747,0.0539071,44,7,30,0.323529
0.0694,18,79,2557,0.0501825,59,18,23,0.578431
0.0694,18,80,2477,0.0494352,34,12,10,0.53125
0.0694,18,81,2352,0.046918,52,13,26,0.464286
0.0694,18,82,2192,0.0436427,23,8,7,0.383333
0.0694,18,83,2024,0.039951,14,0,14,0.241379
0.0694,18,84,1990,0.0388778,42,10,22,0.381818
0.0694,18,85,1888,0.0373965,41,9,23,0.320312
0.0694,18,86,1758,0.0350269,25,3,19,0.328947
0.0694,18,87,1666,0.0334296,42,9,24,0.446809
0.0694,18,88,1606,0.0314557,11,0,11,0.1
0.0694,18,89,1438,0.0284516,15,4,7,0.3
0.0694,18,90,1368,0.0272586,22,0,22,0.22
0.0694,18,91,1199,0.0237238,15,0,15,0.15
0.0694,18,92,1030,0.0200584,27,5,17,0.329268
0.0694,18,93,937,0.0183502,8,0,8,0.121212
0.0694,18,94,801,0.0157727,15,0,15,0.127119
0.0694,18,95,738,0.0144984,19,0,19,0.161017
0.0694,18,96,620,0.012175,13,0,13,0.116071
0.0694,18,97,546,0.0106874,6,1,4,0.0967742
0.0694,18,98,460,0.00909846,7,0,7,0.0614035
0.0694,18,99,407,0.0079297,6,0,6,0.09375
0.0694,18,100,344,0.0066494,14,4,6,0.118644
0.0694,19,0,3482,0.0671734,110,55,0,1.0
0.0694,19,1,3506,0.0676834,138,68,2,0.985714
0.0694,19,2,3543,0.069102,95,44,7,0.896226
0.0694,19,3,3335,0.0656884,79,35,9,0.897727
0.0694,19,4,3443,0.0674992,88,42,4,0.93617
0.0694,19,5,3591,0.0690657,91,37,17,0.827273
0.0694,19,6,3740,0.0738459,57,24,9,0.77027
0.0694,19,7,3759,0.074988,71,29,13,0.825581
0.0694,19,8,3810,0.0759085,80,34,12,0.851064
0.0694,19,9,3705,0.0732271,86,35,16,0.781818
0.0694,19,10,3787,0.0750287,53,20,13,0.736111
0.0694,19,11,3861,0.0761929,77,32,13,0.819149
0.0694,19,12,3917,0.0782617,75,29,17,0.681818
0.0694,19,13,4072,0.0815085,99,37,25,0.798387
0.0694,19,14,4228,0.0842735,95,41,13,0.863636
0.0694,19,15,4330,0.0867284,58,18,22,0.674419
0.0694,19,16,4384,0.0873899,71,27,17,0.739583
0.0694,19,17,4432,0.0887572,65,27,11,0.677083
0.0694,19,18,4413,0.0867812,53,24,5,0.854839
0.0694,19,19,4139,0.081125,86,37,12,0.741379
0.0694,19,20,4216,0.0833828,107,47,13,0.891667
0.0694,19,21,4220,0.0835081,45,18,9,0.75
0.0694,19,22,4241,0.0837745,78,29,20,0.78
0.0694,19,23,4248,0.0843192,92,34,24,0.686567
0.0694,19,24,4291,0.0845784,37,15,7,0.840909
0.0694,19,25,4481,0.0897061,66,27,12,0.825
0.0694,19,26,4658,0.0916172,69,28,13,0.802326
0.0694,19,27,4754,0.0936823,63,30,3,0.926471
0.0694,19,28,4685,0.0930856,114,48,18,0.863636
0.0694,19,29,4753,0.0933022,59,25,9,0.867647
0.0694,19,30,4659,0.0920496,76,35,6,0.926829
0.0694,19,31,4903,0.0957393,84,36,12,0.823529
0.0694,19,32,4923,0.0957521,56,25,6,0.8
0.0694,19,33,5003,0.0985269,51,21,9,0.822581
0.0694,19,34,4832,0.0948641,56,26,4,0.933333
0.0694,19,35,4921,0.0977048,119,50,19,0.85
0.0694,19,36,4891,0.096557,90,34,22,0.75
0.0694,19,37,4840,0.0966145,62,27,8,0.837838
0.0694,19,38,5038,0.0996164,114,53,8,0.934426
0.0694,19,39,5014,0.0972233,77,32,13,0.836957
0.0694,19,40,5046,0.097628,69,26,17,0.784091
0.0694,19,41,5210,0.102531,100,44,12,0.847458
0.0694,19,42,5079,0.100268,129,50,29,0.796296
0.0694,19,43,4958,0.0994185,92,39,14,0.836364
0.0694,19,44,5192,0.10241,88,39,10,0.862745
0.0694,19,45,5226,0.103061,70,31,8,0.897436
0.0694,19,46,5413,0.107065,102,40,22,0.761194
0.0694,19,47,5392,0.106578,97,45,7,0.915094
0.0694,19,48,5636,0.111981,112,51,10,0.861538
0.0694,19,49,5773,0.113236,68,31,6,0.871795
0.0694,19,50,5741,0.112397,126,55,16,0.887324
0.0694,19,51,5855,0.115844,91,40,11,0.827273
0.0694,19,52,5739,0.113743,87,42,3,0.925532
0.0694,19,53,5888,0.116589,110,48,14,0.887097
0.0694,19,54,6233,0.12101,127,60,7,0.947761
0.0694,19,55,6206,0.120711,76,33,10,0.883721
0.0694,19,56,6404,0.125078,49,21,7,0.875
0.0694,19,57,6472,0.124802,123,58,7,0.946154
0.0694,19,58,6472,0.128474,65,31,3,0.955882
0.0694,19,59,6638,0.13284,77,36,5,0.939024
0.0694,19,60,6917,0.136694,97,46,5,0.915094
0.0694,19,61,6688,0.132153,63,30,3,0.954545
0.0694,19,62,7000,0.137931,80,37,6,0.909091
0.0694,19,63,7404,0.145399,98,45,8,0.890909
0.0694,19,64,7379,0.143728,91,43,5,0.947917
0.0694,19,65,7412,0.1459,99,45,9,0.916667
0.0694,19,66,7684,0.151129,122,59,4,0.968254
0.0694,19,67,7868,0.153504,85,42,1,0.988372
0.0694,19,68,7696,0.152577,87,41,5,0.945652
0.0694,19,69,7961,0.153907,71,32,7,0.910256
0.0694,19,70,8219,0.159357,95,43,9,0.913462
0.0694,19,71,8237,0.160428,168,83,2,0.988235
0.0694,19,72,8381,0.163525,132,64,4,0.970588
0.0694,19,73,8442,0.16551,130,62,6,0.955882
0.0694,19,74,8686,0.170951,118,56,6,0.951613
0.0694,19,75,8513,0.168088,82,41,0,1.0
0.0694,19,76,8609,0.169676,118,59,0,1.0
0.0694,19,77,9022,0.174981,134,65,4,0.971014
0.0694,19,78,8916,0.173876,124,57,10,0.925373
0.0694,19,79,9282,0.180703,97,47,3,0.97
0.0694,19,80,9519,0.184606,97,47,3,0.97
0.0694,19,81,9758,0.188743,86,42,2,0.977273
0.0694,19,82,9553,0.18738,152,75,2,0.987013
0.0694,19,83,9683,0.191591,95,47,1,0.989583
0.0694,19,84,10262,0.199409,111,55,1,0.991071
0.0694,19,85,10283,0.199981,106,51,4,0.963636
0.0694,19,86,10152,0.198708,110,55,0,1.0
0.0694,19,87,10422,0.201891,130,65,0,1.0
0.0694,19,88,10522,0.205267,92,46,0,1.0
0.0694,19,89,11077,0.215422,149,74,1,0.993333
0.0694,19,90,10583,0.207608,92,45,2,0.978723
0.0694,19,91,10802,0.213251,122,61,0,1.0
0.0694,19,92,10763,0.210067,107,53,1,0.990741
0.0694,19,93,11174,0.219814,120,60,0,1.0
0.0694,19,94,11650,0.222609,135,66,3,0.978261
0.0694,19,95,11645,0.223264,131,65,1,0.992424
0.0694,19,96,11673,0.226854,96,45,6,0.941176
0.0694,19,97,12120,0.234475,110,55,0,1.0
0.0694,19,98,11900,0.230138,72,35,2,0.972973
0.0694,19,99,11564,0.227262,106,53,0,1.0
0.0694,19,100,11928,0.232252,87,43,1,0.988636
