a,gen,avg_num_dd,avg_num_dwt,avg_d_fitness,num_replicates
0.07,0,1795.41,0,1939.0428,100
0.07,1,1519.17,646.45,1912.2126,100
0.07,2,1409.99,890.04,1896.606,100
0.07,3,1324.09,1044.12,1868.5476,100
0.07,4,1269.76,1156.42,1857.0372,100
0.07,5,1233.84,1238.58,1852.7508,100
0.07,6,1195.28,1299.28,1836.6,100
0.07,7,1177.03,1348.48,1837.554,100
0.07,8,1163.11,1402.72,1845.3012,100
0.07,9,1156.7,1440.57,1854.2754,100
0.07,10,1139.25,1480.31,1852.1202,100
0.07,11,1127.43,1510.79,1852.1562,100
0.07,12,1119.92,1526.95,1850.8326,100
0.07,13,1116.22,1561.18,1861.2132,100
0.07,14,1114.31,1575.36,1865.106,100
0.07,15,1117.01,1597.25,1877.2158,100
0.07,16,1114.38,1611.29,1880.2722,100
0.07,17,1112.91,1622.71,1883.481,100
0.07,18,1105.23,1641.47,1883.0658,100
0.07,19,1122.04,1651.39,1905.387,100
0.07,20,1127.98,1669.27,1919.3118,100
0.07,21,1127.51,1682.61,1924.407,100
0.07,22,1124.68,1679.83,1920.183,100
0.07,23,1125.81,1684.8,1923.4908,100
0.07,24,1126.3,1698.21,1929.6522,100
0.07,25,1132.04,1685.74,1930.614,100
0.07,26,1132.66,1698.18,1936.5084,100
0.07,27,1135.71,1714.39,1946.6106,100
0.07,28,1146.02,1713.29,1957.2834,100
0.07,29,1155.63,1718.6,1969.8924,100
0.07,30,1150.92,1705.11,1959.1398,100
0.07,31,1156.68,1707.08,1966.188,100
0.07,32,1166.95,1702.15,1975.209,100
0.07,33,1167.05,1702.51,1975.4682,100
0.07,34,1182.59,1695.34,1989.24,100
0.07,35,1181.98,1699.51,1990.3326,100
0.07,36,1190.86,1695.24,1998.1296,100
0.07,37,1196.95,1687.19,2001.3258,100
0.07,38,1203.6,1683.02,2006.7564,100
0.07,39,1215.6,1677.26,2017.2972,100
0.07,40,1224.54,1664.69,2021.673,100
0.07,41,1223.15,1660.67,2018.4834,100
0.07,42,1241.94,1653.59,2035.803,100
0.07,43,1256.22,1628.84,2040.8304,100
0.07,44,1281.04,1629.05,2067.7242,100
0.07,45,1290.44,1630.86,2078.6364,100
0.07,46,1306.83,1630.3,2096.1023999999998,100
0.07,47,1324.67,1611.3,2107.3896,100
0.07,48,1339.96,1607.97,2122.5042,100
0.07,49,1351.34,1594.67,2129.2086,100
0.07,50,1378.94,1583.11,2154.1614,100
0.07,51,1385.83,1573.98,2157.768,100
0.07,52,1409.03,1556.2,2175.3564,100
0.07,53,1430.62,1539.34,2191.5924,100
0.07,54,1448.07,1529.96,2206.4988,100
0.07,55,1470.75,1519.34,2226.5328,100
0.07,56,1501.83,1508.9,2255.7144,100
0.07,57,1528.82,1491.19,2277.4254,100
0.07,58,1544.12,1483.43,2290.6902,100
0.07,59,1571.64,1457.34,2309.454,100
0.07,60,1601.39,1455.19,2340.681,100
0.07,61,1625.41,1452.42,2365.4592000000002,100
0.07,62,1650.16,1436.52,2385.5112,100
0.07,63,1678.75,1426.64,2412.2388,100
0.07,64,1721.03,1419.44,2454.8772,100
0.07,65,1753.38,1410.5,2486.0604,100
0.07,66,1767.51,1403.36,2498.322,100
0.07,67,1794.78,1385.15,2520.1254,100
0.07,68,1826.84,1369.73,2548.2738,100
0.07,69,1863.111111111111,1374.5656565656566,2589.477575757576,99
0.07,70,1903.5151515151515,1371.3535353535353,2631.7648484848487,99
0.07,71,1933.949494949495,1353.020202020202,2656.9339393939395,99
0.07,72,1980.9285714285713,1364.5510204081634,2712.5142857142855,98
0.07,73,2015.6020408163265,1353.1020408163265,2745.1530612244896,98
0.07,74,2070.618556701031,1350.1958762886597,2803.3503092783503,97
0.07,75,2156.0526315789475,1361.3263157894737,2900.293894736842,95
0.07,76,2191.778947368421,1365.1684210526316,2940.492,95
0.07,77,2240.340425531915,1364.1808510638298,2992.5236170212766,94
0.07,78,2286.3936170212764,1350.6170212765958,3036.5642553191487,94
0.07,79,2326.6702127659573,1352.4468085106382,3080.831489361702,94
0.07,80,2388.3440860215055,1355.3225806451612,3148.6470967741934,93
0.07,81,2434.4193548387098,1335.0537634408602,3189.895483870968,93
0.07,82,2476.2795698924733,1331.8817204301076,3233.7722580645163,93
0.07,83,2585.5714285714284,1356.2417582417581,3362.0386813186815,91
0.07,84,2640.879120879121,1350.89010989011,3419.5232967032966,91
0.07,85,2658.4945054945056,1338.10989010989,3433.18021978022,91
0.07,86,2706.263736263736,1327.076923076923,3480.137142857143,91
0.07,87,2839.3636363636365,1377.5681818181818,3645.0913636363634,88
0.07,88,2915.3793103448274,1379.471264367816,3727.9875862068966,87
0.07,89,2959.287356321839,1388.1724137931035,3779.0627586206897,87
0.07,90,3112.285714285714,1416.0833333333333,3956.0235714285714,84
0.07,91,3212.4819277108436,1431.710843373494,4070.799036144578,83
0.07,92,3290.7195121951218,1455.0487804878048,4165.09756097561,82
0.07,93,3330.2926829268295,1443.4512195121952,4202.965609756097,82
0.07,94,3379.621951219512,1436.8902439024391,4253.485609756098,82
0.07,95,3418.256097560976,1432.621951219512,4293.417804878049,82
0.07,96,3476.512195121951,1430.4268292682927,4355.412439024391,82
0.07,97,3526.817073170732,1435.4268292682927,4411.841707317073,82
0.07,98,3577.268292682927,1426.7560975609756,4462.687317073171,82
0.07,99,3630.621951219512,1431.0853658536585,4522.127560975609,82
0.07,100,3757.05,1466.2875,4673.45475,80
